gameDuration;winner;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_towerKills;t1_inhibitorKills;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_towerKills;t2_inhibitorKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills
1763;2;2;1;2;2;1;1;1;0;0;1;1;10;2;1;2;0
1265;2;1;2;0;0;2;2;3;0;0;0;0;3;0;0;2;1
2524;2;1;2;1;2;1;0;8;3;0;2;0;9;2;2;2;0
198;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1481;1;2;1;1;0;1;0;11;3;0;2;0;1;0;0;0;0
2223;1;2;2;1;2;1;0;10;2;0;2;0;6;0;1;2;0
1898;2;2;2;2;2;2;0;0;0;0;0;0;9;2;1;3;0
2414;2;1;2;1;1;1;0;9;3;1;3;0;7;3;1;1;0
2419;1;1;2;2;2;2;0;6;1;0;0;0;10;2;2;5;0
973;1;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0
2592;2;2;1;2;2;1;1;3;0;0;1;1;11;7;2;4;0
1635;1;1;2;1;1;1;2;8;1;1;1;0;3;0;0;2;1
1930;1;1;2;1;1;1;0;10;1;1;1;0;5;0;0;1;0
2009;2;2;2;2;2;1;2;5;1;0;1;0;9;4;1;2;1
1327;1;1;1;1;0;1;1;9;1;0;2;1;0;0;0;0;0
2360;1;1;2;2;1;1;0;7;1;1;1;0;7;2;0;1;0
2136;2;2;2;2;2;2;2;2;0;0;1;0;9;2;2;3;1
2259;2;1;1;1;2;2;0;8;2;0;1;0;9;1;1;3;0
1645;1;1;2;1;1;1;1;7;1;1;2;1;5;0;0;0;0
1425;2;1;1;2;0;1;1;2;0;0;2;1;9;2;0;0;0
3059;1;1;2;1;1;1;0;8;2;1;4;0;8;0;1;0;0
1402;2;2;1;2;2;2;1;4;0;0;0;1;5;1;1;2;0
1237;1;2;2;0;0;1;0;3;0;0;2;0;1;0;0;0;0
1995;2;2;1;2;2;1;0;4;0;0;1;0;11;3;1;2;0
1700;2;1;1;2;2;1;0;4;0;0;1;0;10;1;1;0;0
1122;1;1;1;1;0;1;1;11;3;0;2;1;0;0;0;0;0
196;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2242;2;1;1;1;1;2;0;9;3;2;2;0;7;1;0;2;0
2042;2;2;2;2;1;2;1;4;0;1;2;1;9;1;0;2;0
1608;2;2;2;2;2;2;2;0;0;0;0;0;10;2;1;3;1
2354;1;2;2;1;1;2;1;11;5;1;1;1;4;0;0;3;0
2634;2;2;1;1;2;1;1;8;3;0;3;1;7;1;1;2;0
2046;2;2;2;2;0;2;2;1;0;0;0;0;9;1;0;4;1
2024;2;2;2;2;2;2;0;1;0;0;0;0;11;3;1;3;0
2524;1;1;1;1;1;1;0;11;2;1;4;0;3;0;0;0;0
2237;1;1;1;2;0;1;0;10;2;0;3;0;5;2;0;1;0
2920;2;1;1;1;1;2;1;7;2;1;2;1;8;2;1;4;0
1807;2;1;2;2;2;2;0;5;0;0;0;0;8;1;1;3;0
1726;2;1;1;2;2;2;1;2;0;0;1;1;9;1;1;2;0
1544;2;2;2;0;0;2;2;1;0;0;0;0;5;0;0;1;1
2450;2;1;2;2;2;2;2;4;0;0;1;0;11;5;2;4;1
2207;1;1;1;1;1;2;0;9;4;1;2;0;4;0;0;1;0
1374;1;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0
1734;2;2;2;2;2;1;1;4;0;0;2;1;9;1;1;1;0
1364;1;1;1;1;0;0;0;9;2;0;0;0;0;0;0;0;0
1270;2;2;2;0;0;2;2;1;0;0;0;0;6;0;0;1;1
1421;2;2;2;2;0;2;2;0;0;0;0;0;10;3;0;2;1
1912;1;1;2;1;1;1;0;9;2;1;2;0;2;0;0;1;0
1554;1;2;1;0;0;1;0;8;0;0;2;0;0;0;0;0;0
2329;1;2;1;1;2;1;1;8;2;0;3;1;5;0;1;0;0
2300;2;2;2;2;2;1;2;5;0;0;1;0;11;3;2;4;1
2692;1;1;2;1;1;2;2;9;1;1;3;0;6;0;0;2;1
1366;2;1;2;2;0;2;2;0;0;0;0;0;8;2;0;1;1
1520;1;2;1;1;1;2;1;10;2;1;1;1;2;0;0;1;0
2327;1;1;2;2;2;1;0;8;1;1;1;0;10;4;1;4;0
1802;1;1;2;1;1;1;0;9;2;1;3;0;4;0;0;0;0
2194;1;2;2;1;1;2;2;11;3;2;1;0;3;0;0;2;1
1211;2;2;2;0;0;1;0;0;0;0;1;0;4;0;0;0;0
1473;2;2;2;2;2;2;2;1;0;0;0;0;11;3;1;2;1
1675;1;2;1;1;1;2;0;11;5;1;1;0;1;0;0;1;0
1599;1;1;1;1;1;1;0;10;2;1;3;0;1;0;0;0;0
2434;1;2;1;1;2;1;1;10;4;0;2;1;3;0;1;2;0
2279;2;1;2;2;2;2;1;4;0;0;1;1;8;1;1;2;0
1271;2;2;2;0;0;2;2;0;0;0;0;0;7;0;0;2;1
1821;1;1;2;1;0;2;1;10;2;0;1;1;2;0;0;2;0
1967;1;1;1;1;1;1;1;11;2;1;2;1;4;0;0;1;0
2355;2;2;2;2;2;2;1;2;0;0;0;1;10;1;1;3;0
2688;2;1;2;2;2;2;2;1;0;0;2;0;9;4;2;3;1
2503;2;1;1;2;2;2;0;8;0;0;2;0;9;2;1;3;0
1784;1;2;2;1;1;1;0;7;1;1;3;0;1;0;0;0;0
1763;2;1;1;2;2;2;0;3;0;0;0;0;8;2;1;3;0
1415;1;2;1;1;1;1;1;6;1;1;1;1;2;0;0;0;0
2073;2;2;2;2;1;2;0;3;0;1;1;0;8;1;0;3;0
1678;1;1;1;1;1;1;0;8;1;1;3;0;3;0;0;0;0
1849;2;2;1;2;2;2;2;4;0;0;0;0;11;2;1;2;1
1674;2;2;2;2;2;2;2;1;0;0;0;0;10;3;1;1;1
1450;2;2;2;2;0;2;0;0;0;0;0;0;10;1;0;3;0
1650;2;2;2;2;0;2;1;1;0;0;0;1;10;2;0;2;0
1605;1;1;1;1;0;1;0;9;3;0;2;0;1;0;0;0;0
1749;1;1;1;1;0;1;0;9;2;0;2;0;2;0;0;0;0
2010;1;1;1;1;0;1;2;8;2;0;1;0;3;0;0;0;1
1693;2;1;2;2;2;2;0;1;0;0;0;0;9;2;1;1;0
1587;2;2;1;0;0;2;1;4;0;0;1;1;5;0;0;2;0
1762;1;1;1;1;0;2;1;9;2;0;2;1;3;0;0;2;0
1112;2;1;2;0;0;2;0;0;0;0;0;0;4;0;0;1;0
1312;1;1;2;1;1;1;1;8;1;1;2;1;2;0;0;0;0
1498;1;1;1;1;0;1;1;8;1;0;2;1;2;0;0;0;0
2512;1;1;1;1;2;1;2;9;2;1;3;0;6;0;1;1;1
2061;1;2;1;1;2;1;2;8;1;0;1;0;4;0;1;2;1
3135;1;2;2;2;2;2;0;10;2;0;3;0;7;1;1;1;0
1601;1;1;1;1;0;1;1;9;1;0;3;1;0;0;0;0;0
1963;2;2;2;2;2;2;0;3;0;0;0;0;10;1;1;3;0
1696;2;1;1;2;2;2;0;4;0;0;2;0;9;2;1;1;0
1446;1;2;1;0;0;1;0;7;0;0;2;0;0;0;0;0;0
1511;2;1;2;0;2;2;0;0;0;0;0;0;5;0;1;1;0
1537;1;1;1;0;0;1;0;5;0;0;3;0;1;0;0;0;0
1596;1;1;1;1;1;1;0;8;1;1;3;0;1;0;0;0;0
2132;1;2;2;1;1;1;1;8;1;1;3;1;5;0;0;2;0
1910;2;1;2;2;0;1;2;2;0;0;1;0;9;1;0;2;1
1235;1;1;1;0;0;1;0;3;0;0;2;0;0;0;0;0;0
2364;2;1;1;2;2;1;0;1;0;0;1;0;10;2;1;3;0
2297;2;1;1;1;1;1;2;7;1;1;3;0;10;2;1;1;1
1965;1;1;1;1;1;1;0;11;3;1;2;0;2;0;0;0;0
2025;2;2;2;2;2;2;0;4;0;0;2;0;7;1;1;1;0
2111;2;2;1;2;2;2;1;1;0;0;0;1;11;4;2;4;0
1442;2;2;2;2;0;0;2;0;0;0;0;0;11;4;0;0;1
1154;1;2;1;1;0;2;1;10;2;0;0;1;0;0;0;1;0
1400;2;2;2;2;2;1;2;1;0;0;1;0;10;3;1;0;1
988;1;1;1;0;0;1;1;4;0;0;1;1;0;0;0;0;0
2449;2;2;1;2;1;2;0;7;0;1;2;0;7;1;0;2;0
1707;2;2;2;2;0;2;0;1;0;0;0;0;11;3;0;3;0
2992;1;1;2;2;2;1;2;8;1;0;1;0;8;3;3;4;1
1388;2;1;2;2;2;1;2;2;0;0;1;0;8;1;1;2;1
1449;1;1;1;1;0;1;1;11;2;0;2;1;0;0;0;0;0
1397;2;2;2;2;0;2;2;1;0;0;0;0;8;1;0;1;1
1428;2;2;2;2;0;2;2;0;0;0;0;0;9;1;0;2;1
1202;1;1;1;1;0;1;1;9;1;0;1;1;0;0;0;0;0
2178;2;2;2;2;2;2;2;2;0;0;0;0;9;3;1;3;1
2092;2;1;1;1;1;1;0;7;1;1;3;0;8;1;0;2;0
1810;1;2;2;1;1;1;1;8;1;1;2;1;5;0;0;0;0
1883;2;2;1;2;2;1;1;5;0;0;1;1;7;1;1;1;0
2003;2;1;1;2;2;1;1;3;0;0;2;1;10;2;2;1;0
1411;2;2;2;2;2;2;0;0;0;0;0;0;10;1;1;2;0
1641;1;2;1;1;1;1;0;11;3;1;2;0;1;0;0;0;0
1455;1;1;2;1;0;1;1;8;1;0;2;1;1;0;0;0;0
925;2;2;2;0;0;2;0;0;0;0;0;0;2;0;0;1;0
2573;1;1;1;1;1;2;0;8;2;2;1;0;7;0;0;3;0
1416;2;2;2;2;2;2;2;0;0;0;0;0;10;2;1;2;1
211;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1395;1;2;2;1;1;1;1;11;3;1;2;1;2;0;0;0;0
935;2;2;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0
1793;2;1;2;2;2;1;0;0;0;0;1;0;11;3;1;2;0
1997;2;2;2;2;2;2;1;5;0;0;1;1;7;2;1;2;0
1425;2;1;2;2;0;2;2;1;0;0;0;0;9;2;0;1;1
2147;2;2;1;2;1;2;1;4;0;2;0;1;8;2;0;4;0
1925;1;1;1;1;0;1;0;9;1;0;3;0;2;0;0;0;0
2103;1;2;2;1;1;2;1;11;3;1;1;1;3;0;0;2;0
2559;1;2;1;1;1;1;0;9;3;1;3;0;3;0;0;2;0
2270;2;1;1;1;1;2;0;6;2;1;2;0;10;1;1;2;0
1558;2;2;2;2;0;2;2;0;0;0;0;0;11;3;0;3;1
2093;1;1;1;1;0;1;2;10;2;0;4;0;2;0;0;0;1
1591;2;1;1;2;2;2;0;3;0;0;0;0;7;1;1;1;0
3099;2;1;1;1;2;2;0;9;4;1;1;0;10;3;2;5;0
197;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1492;1;2;1;1;0;1;0;11;3;0;3;0;1;0;0;0;0
2294;1;1;2;2;1;2;2;9;2;1;3;0;5;1;0;1;1
934;2;1;2;0;0;2;0;0;0;0;0;0;3;0;0;2;0
2082;2;2;2;2;2;2;1;6;0;0;2;1;7;1;1;3;0
969;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
1717;2;2;2;2;0;2;2;0;0;0;0;0;10;2;0;3;1
1599;1;1;1;1;2;2;1;8;1;0;2;1;2;0;1;1;0
2521;2;2;1;2;2;1;1;4;0;0;1;1;10;2;1;2;0
1489;2;2;2;2;0;2;0;1;0;0;0;0;9;2;0;1;0
1479;2;1;2;2;2;2;2;0;0;0;0;0;10;1;1;2;1
1502;2;1;2;0;0;1;0;1;0;0;2;0;7;0;0;0;0
1132;1;2;1;0;0;1;0;3;0;0;2;0;1;0;0;0;0
1994;1;1;1;1;1;1;0;10;1;1;3;0;1;0;0;0;0
1541;1;2;1;1;1;2;1;8;1;1;0;1;1;0;0;2;0
2349;2;1;1;1;2;1;0;9;4;1;3;0;8;1;1;0;0
1581;1;1;1;1;0;1;0;11;3;0;1;0;0;0;0;0;0
2153;2;1;2;2;1;2;2;2;0;1;0;0;11;3;1;4;1
1609;2;1;2;2;2;1;1;2;0;0;1;1;8;1;1;2;0
2100;2;2;2;2;0;2;0;0;0;0;2;0;7;1;0;1;0
2289;2;2;1;2;2;2;1;5;0;0;3;1;11;4;2;2;0
2871;2;1;1;1;2;2;0;6;2;0;1;0;8;1;2;3;0
1789;1;1;1;1;0;1;0;10;2;0;3;0;0;0;0;0;0
1151;1;1;1;1;0;1;0;11;3;0;1;0;1;0;0;0;0
1735;1;2;2;0;1;1;2;5;0;1;2;0;6;0;0;1;1
2039;2;2;1;1;1;1;1;7;1;1;2;1;9;1;0;1;0
2475;2;1;2;2;2;2;2;5;1;0;0;0;11;3;2;5;1
2352;2;1;1;2;2;2;2;4;0;0;0;0;11;2;1;3;1
2174;1;1;2;2;1;1;1;10;2;1;2;1;6;1;0;1;0
2253;1;1;1;1;2;1;0;8;2;0;3;0;1;0;1;0;0
1643;1;1;2;0;0;1;0;5;0;0;2;0;1;0;0;0;0
1562;1;1;1;1;0;2;0;10;1;0;1;0;0;0;0;1;0
2563;2;1;2;2;2;1;2;5;0;1;4;0;10;2;1;1;1
1984;1;1;1;1;1;1;1;11;4;1;2;1;4;0;0;1;0
1358;1;1;1;1;0;1;0;9;2;0;1;0;0;0;0;0;0
2168;1;2;1;1;2;1;1;9;2;0;3;1;2;0;1;0;0
2367;2;2;2;2;2;2;2;4;0;0;1;0;10;2;2;3;1
1995;2;1;2;1;2;1;0;6;1;0;1;0;9;1;1;1;0
1405;1;2;1;1;0;1;1;11;3;0;2;1;1;0;0;0;0
2557;1;1;2;1;1;1;0;11;4;2;4;0;3;0;0;1;0
1727;1;1;1;1;1;1;2;9;2;1;2;0;3;0;0;0;1
2572;2;1;1;2;2;2;0;6;0;0;2;0;6;1;1;2;0
1762;1;1;1;1;1;1;1;11;3;2;3;1;2;0;0;1;0
1706;1;2;1;1;0;1;1;11;3;0;2;1;0;0;0;0;0
1381;2;1;2;2;0;2;2;0;0;0;0;0;8;1;0;1;1
1745;2;1;2;2;2;2;2;0;0;0;0;0;11;4;1;4;1
1697;2;2;2;2;0;2;2;2;0;0;0;0;11;3;0;3;1
1152;2;2;2;0;0;2;2;0;0;0;0;0;5;0;0;2;1
1881;1;1;2;1;1;1;0;9;2;1;2;0;3;0;0;0;0
1300;1;1;1;1;0;1;1;9;2;0;2;1;0;0;0;0;0
2107;2;2;1;2;2;1;0;4;0;0;2;0;8;1;1;1;0
2096;2;1;1;2;1;2;0;8;0;1;3;0;6;1;1;1;0
2047;2;2;2;2;2;1;0;6;0;0;4;0;9;1;1;0;0
2269;1;1;2;1;0;2;1;8;1;0;3;1;3;0;0;1;0
2415;2;2;2;2;2;2;0;4;0;0;1;0;10;3;1;4;0
1725;1;1;1;1;0;1;0;9;1;0;2;0;0;0;0;0;0
1658;2;2;2;2;0;1;0;0;0;0;2;0;9;1;0;0;0
1100;2;1;2;0;0;1;2;0;0;0;1;0;3;0;0;0;1
1409;2;1;1;0;0;2;0;2;0;0;0;0;4;0;0;2;0
2952;1;1;1;2;2;1;0;9;1;1;3;0;7;1;2;2;0
2297;1;1;1;1;1;1;0;11;5;2;3;0;0;0;0;1;0
1303;1;1;1;1;0;1;0;6;1;0;2;0;0;0;0;0;0
1566;1;1;1;1;1;1;1;10;2;1;3;1;1;0;0;0;0
2295;2;2;2;2;1;1;0;5;0;1;2;0;9;2;0;3;0
3065;1;2;1;1;1;1;2;7;2;1;2;0;10;4;1;3;1
1383;1;1;1;1;0;1;1;9;2;0;2;1;0;0;0;0;0
1886;1;2;1;1;2;1;2;7;2;0;2;0;5;0;1;1;1
1716;1;1;1;1;0;2;2;11;3;0;1;0;2;0;0;2;1
2268;2;1;2;2;2;2;0;5;1;0;2;0;8;2;1;2;0
1500;1;2;1;0;0;1;0;6;0;0;1;0;2;0;0;1;0
1819;2;2;2;2;2;1;2;2;0;0;1;0;11;2;1;2;1
1736;2;2;1;2;2;1;0;2;0;0;2;0;10;2;1;1;0
3007;1;1;1;1;1;1;1;10;3;2;3;1;7;1;0;3;0
2148;1;2;2;1;1;2;2;11;4;1;2;0;2;0;0;2;1
1793;2;2;1;2;2;1;1;5;0;0;1;1;8;1;1;1;0
2051;1;1;1;1;0;1;0;9;1;0;1;0;4;0;0;1;0
2161;1;2;2;2;1;2;0;11;3;1;2;0;6;1;0;1;0
1441;1;2;1;1;0;1;0;10;2;0;3;0;0;0;0;0;0
1719;2;2;1;2;2;1;1;1;0;0;1;1;9;2;1;2;0
2221;2;2;2;2;1;1;0;2;0;1;4;0;10;3;0;0;0
2013;2;1;2;2;0;1;1;4;0;0;1;1;10;2;0;3;0
1399;1;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0
2167;2;1;2;2;2;1;2;3;0;0;1;0;11;2;1;3;1
2061;1;1;2;1;2;2;1;8;1;0;1;1;4;0;1;1;0
2051;2;2;2;2;2;2;0;4;0;0;1;0;10;2;1;3;0
2107;1;2;2;2;1;2;0;7;2;2;2;0;7;2;0;1;0
1974;1;1;2;1;1;1;0;8;1;1;3;0;3;0;0;0;0
2104;2;1;2;2;2;2;1;2;0;0;0;1;10;1;2;4;0
1442;1;2;2;1;0;1;1;11;2;0;1;1;1;0;0;1;0
2118;1;2;1;1;1;2;0;10;2;2;2;0;2;0;0;1;0
1229;2;2;2;0;0;2;0;0;0;0;0;0;6;0;0;2;0
1174;1;1;1;1;0;1;1;10;2;0;1;1;0;0;0;0;0
2499;1;1;2;2;1;1;0;7;1;1;1;0;8;1;1;2;0
2229;1;1;1;1;0;2;0;11;2;0;2;0;5;0;0;1;0
2528;1;1;1;1;2;2;1;8;2;1;2;1;8;1;2;3;0
1455;2;2;2;2;2;2;2;0;0;0;0;0;11;3;1;2;1
1310;1;1;2;1;0;1;1;10;2;0;2;1;1;0;0;0;0
2070;2;2;2;2;2;2;0;3;0;0;0;0;9;2;1;4;0
1790;1;2;1;1;0;2;1;9;2;0;3;1;0;0;0;1;0
1545;1;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0
1035;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0
2257;2;2;2;2;2;1;2;2;0;0;3;0;9;2;1;1;1
1622;2;2;2;2;2;2;2;2;0;0;0;0;11;3;1;3;1
1571;2;1;2;2;0;2;2;0;0;0;1;0;10;2;0;1;1
1541;2;2;1;2;0;1;2;2;0;0;1;0;4;1;0;1;1
2057;1;1;1;1;1;1;1;10;2;1;4;1;1;0;0;0;0
949;1;1;1;1;0;1;0;6;1;0;1;0;0;0;0;0;0
2195;1;1;1;1;2;2;0;10;2;0;1;0;2;0;1;1;0
1276;2;2;2;0;0;2;2;0;0;0;0;0;3;0;0;2;1
1580;1;2;1;0;0;2;0;6;0;0;0;0;1;0;0;1;0
2706;2;2;2;2;2;2;1;6;0;0;0;1;9;2;1;4;0
1452;1;1;1;1;0;0;1;8;1;0;0;1;0;0;0;0;0
1469;2;2;2;0;2;1;0;1;0;0;1;0;5;0;1;2;0
1520;1;1;1;1;0;1;0;7;1;0;1;0;0;0;0;0;0
2506;1;1;2;1;2;1;1;9;2;0;3;1;7;1;2;1;0
2298;2;2;2;2;2;1;2;1;0;0;1;0;11;5;1;3;1
1340;2;1;1;0;0;2;1;2;0;0;0;1;5;0;0;2;0
1478;1;2;1;1;0;1;0;6;1;0;1;0;2;0;0;0;0
2681;2;1;1;1;1;1;1;7;1;2;3;1;8;2;0;2;0
2174;2;2;2;2;2;1;2;2;0;0;4;0;7;2;2;1;1
2374;1;1;2;1;0;2;0;8;1;0;2;0;2;0;0;1;0
1352;1;1;1;1;0;1;1;9;2;0;2;1;1;0;0;0;0
1342;1;2;1;1;0;1;1;10;2;0;3;1;1;0;0;0;0
1577;1;1;1;1;1;1;0;11;3;1;2;0;1;0;0;0;0
2529;1;1;1;1;2;2;0;11;5;0;2;0;2;0;1;1;0
1603;2;2;2;2;2;2;2;0;0;0;0;0;11;3;1;3;1
1745;1;2;1;1;1;1;1;8;2;1;3;1;3;0;0;0;0
2096;2;1;1;1;1;2;0;6;1;1;1;0;9;2;1;3;0
1771;1;2;2;1;0;2;0;9;2;0;1;0;1;0;0;1;0
2351;2;2;2;2;2;2;0;2;0;0;0;0;11;6;2;5;0
2008;1;2;2;0;2;2;2;6;0;0;2;0;3;0;1;2;1
1685;1;1;2;1;1;2;0;8;1;1;1;0;3;0;0;2;0
1227;1;2;1;1;0;1;1;6;1;0;2;1;1;0;0;0;0
1610;1;2;1;1;1;2;1;7;1;1;1;1;2;0;0;2;0
1544;2;1;2;2;2;2;2;1;0;0;0;0;10;2;1;3;1
205;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1909;2;1;2;1;1;2;0;5;1;1;0;0;8;2;0;3;0
914;2;1;2;0;0;2;2;1;0;0;0;0;3;0;0;1;1
1807;2;2;2;2;0;2;2;1;0;0;1;0;6;1;0;2;1
3047;1;1;1;2;1;1;0;11;3;1;4;0;6;1;0;1;0
1675;1;1;1;1;0;1;1;11;3;0;2;1;0;0;0;0;0
2255;2;2;2;2;2;2;0;3;0;0;0;0;11;3;1;3;0
1066;1;1;1;1;0;1;1;9;1;0;1;1;0;0;0;0;0
1911;1;1;1;1;1;2;2;9;1;1;2;0;2;0;0;1;1
1344;2;2;2;2;2;2;1;2;0;0;0;1;9;2;1;1;0
926;1;1;1;0;0;1;1;2;0;0;1;1;0;0;0;0;0
1488;1;1;1;1;0;1;0;10;2;0;2;0;0;0;0;0;0
1581;1;2;1;1;0;2;0;8;1;0;3;0;2;0;0;1;0
2133;1;1;2;1;1;1;0;11;2;2;3;0;4;0;0;1;0
2578;1;2;2;1;1;1;0;9;2;1;1;0;4;0;0;1;0
1395;2;2;2;2;0;2;0;1;0;0;0;0;7;1;0;3;0
1091;1;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0
2530;1;1;2;1;1;2;2;10;2;2;2;0;4;0;0;3;1
1693;1;1;2;1;1;2;0;7;1;1;2;0;2;0;0;1;0
1728;2;1;2;2;2;1;0;0;0;0;1;0;11;3;1;1;0
1779;2;1;2;2;0;1;1;3;0;0;1;1;10;2;0;2;0
2253;2;1;1;2;2;1;0;4;0;0;1;0;11;3;1;3;0
1828;2;2;2;2;2;1;2;3;0;0;2;0;8;1;1;2;1
2007;1;1;1;1;2;1;2;8;2;0;2;0;1;0;1;2;1
1667;1;2;1;1;1;2;2;9;1;1;2;0;2;0;0;2;1
1699;2;2;2;2;2;2;2;2;0;0;1;0;10;3;1;2;1
1314;1;1;1;1;0;1;0;7;1;0;2;0;0;0;0;0;0
1805;2;2;2;2;2;2;2;1;0;0;0;0;10;1;1;3;1
2550;1;1;2;2;1;1;0;9;1;1;3;0;8;1;0;2;0
1327;1;2;2;0;0;2;1;5;0;0;1;1;1;0;0;1;0
1254;1;1;1;1;0;1;1;5;1;0;2;1;1;0;0;0;0
2315;1;2;2;2;1;2;2;11;4;2;2;0;5;1;0;2;1
2502;1;2;1;1;1;2;2;8;2;1;2;0;7;0;0;2;1
1539;1;1;1;1;0;2;0;7;1;0;1;0;1;0;0;1;0
1763;2;2;2;2;2;2;1;7;0;0;1;1;8;1;1;2;0
1616;2;2;2;2;0;2;2;0;0;0;0;0;10;2;0;3;1
3131;1;2;1;1;1;1;0;11;5;2;3;0;6;0;0;1;0
2328;2;2;2;2;2;1;2;5;0;0;1;0;9;2;1;2;1
1265;2;2;2;0;0;2;2;2;0;0;0;0;5;0;0;2;1
213;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1529;2;2;2;2;0;1;1;2;0;0;1;1;10;2;0;1;0
1798;1;1;1;1;1;2;0;8;1;1;2;0;0;0;0;1;0
1744;2;2;1;2;2;2;2;2;0;0;0;0;11;3;1;2;1
1564;1;2;1;1;0;1;0;8;1;0;2;0;1;0;0;0;0
2353;2;1;2;1;2;2;1;6;1;0;1;1;11;2;1;3;0
2080;1;1;1;1;0;2;0;10;2;0;1;0;5;1;0;1;0
1979;1;1;1;1;1;1;0;11;2;1;2;0;4;0;0;1;0
2274;1;2;2;1;1;1;0;9;3;1;2;0;2;0;0;0;0
1841;1;1;2;1;1;1;1;9;2;1;4;1;3;0;0;0;0
1384;2;2;2;0;0;2;2;0;0;0;0;0;6;0;0;2;1
1212;1;1;1;1;0;1;0;5;1;0;1;0;1;0;0;0;0
1244;2;2;2;2;0;2;0;0;0;0;0;0;11;3;0;2;0
2107;1;2;1;1;1;1;0;11;3;1;4;0;2;0;0;0;0
1151;2;1;2;0;0;2;2;1;0;0;0;0;3;0;0;1;1
2019;2;1;2;2;0;2;1;1;0;0;0;1;11;4;0;3;0
1649;2;2;2;2;0;2;2;2;0;0;0;0;9;1;0;3;1
1894;2;1;1;2;2;1;1;5;0;0;2;1;10;2;1;1;0
1479;1;2;1;1;1;2;1;9;2;1;0;1;1;0;0;2;0
194;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2236;2;1;2;2;2;2;2;5;0;0;1;0;11;3;1;2;1
1914;2;2;2;2;0;2;0;0;0;0;0;0;10;2;0;1;0
2906;1;2;2;2;2;1;2;7;1;0;2;0;10;7;3;3;1
1442;2;1;2;2;2;2;2;0;0;0;0;0;11;3;1;3;1
1586;1;1;1;1;0;1;1;9;3;0;2;1;0;0;0;0;0
2587;2;1;1;2;2;1;0;3;0;0;3;0;11;5;2;1;0
2562;2;2;2;2;2;2;2;2;0;0;1;0;9;1;1;3;1
2285;1;1;1;1;2;2;0;7;1;0;0;0;6;0;1;3;0
948;1;2;1;0;0;1;0;2;0;0;1;0;0;0;0;0;0
1789;1;2;1;1;2;1;1;10;3;0;3;1;0;0;1;0;0
1644;2;2;2;2;0;2;0;0;0;0;1;0;9;1;0;2;0
2231;1;1;1;1;1;1;1;10;5;2;5;1;4;1;0;0;0
1611;2;1;2;0;0;2;0;2;0;0;1;0;4;0;0;2;0
2424;1;2;1;1;2;1;0;10;3;0;4;0;3;0;1;0;0
2773;1;1;1;1;1;2;0;10;2;1;2;0;4;0;0;3;0
1892;2;1;1;2;2;2;2;1;0;0;0;0;11;2;1;4;1
1235;1;1;1;1;0;2;1;9;1;0;1;1;0;0;0;1;0
2064;1;2;2;2;1;2;2;7;1;1;2;0;5;1;0;2;1
2226;2;2;1;2;2;1;1;6;1;0;2;1;10;3;1;1;0
1929;2;2;2;2;0;2;1;1;0;0;0;1;11;2;0;2;0
1388;2;2;2;2;0;2;0;0;0;0;0;0;11;2;0;2;0
2769;2;1;1;1;2;2;0;6;1;0;0;0;9;1;2;4;0
2390;1;2;2;1;0;2;0;11;3;0;3;0;4;0;0;2;0
1603;1;2;2;1;0;1;0;9;1;0;3;0;1;0;0;0;0
1696;2;1;2;2;2;2;1;1;0;0;0;1;9;2;1;3;0
2736;2;2;1;2;1;2;0;7;1;1;2;0;8;2;1;3;0
1378;1;1;1;1;1;1;1;8;1;1;2;1;3;0;0;0;0
1334;1;2;1;1;1;1;1;8;2;1;3;1;1;0;0;0;0
3238;2;1;2;2;1;1;0;9;3;2;3;0;9;3;0;2;0
2569;1;1;2;1;2;1;1;10;4;0;3;1;4;0;2;1;0
1483;2;2;1;2;2;2;0;2;0;0;0;0;11;3;1;3;0
1775;1;1;1;1;0;1;1;9;1;0;1;1;2;0;0;0;0
1364;2;1;2;0;0;0;0;1;0;0;0;0;4;0;0;0;0
1477;1;1;1;1;0;1;0;9;1;0;2;0;0;0;0;0;0
2357;1;1;1;1;1;1;2;11;6;3;5;0;5;0;0;0;1
2236;2;2;2;2;2;2;2;4;0;0;1;0;11;3;1;3;1
2333;1;2;1;2;1;2;1;8;2;1;1;1;8;3;1;3;0
